refcode,HOMO,LUMO,gap,dipole_moment_Debye,splitting,hirshfeld,N_FOD
VIHXAN,-12.5469,-8.8903,3.6566,4.93547,-42.05,0.211746,0.160445
VIJQUB,-5.8994,-3.6076,2.2918,15.39343,-17.34,0.360464,0.571707
VIJVIT,3.8031,6.5255,2.7224,0,24.03,-0.215863,0.823347
VILRIT,-6.3221,-3.5895,2.7326,0.90177,-34.12,0.319833,0.836568
VILVIX,1.2799,3.7092,2.4293,0.80372,-17.42,-0.005098,1.50319
VISVEA,-4.6022,-2.6669,1.9353,6.31997,-51.68,0.247367,1.280358
VIVGIQ,-5.2454,-2.8473,2.3981,7.21392,46.49,-0.032118,1.312673
VIWQEX,-2.1128,0.325,2.4378,2.763,20.37,0.096595,0.846043
VOBCEV,3.324,4.7558,1.4318,3.56823,-47.03,0.353173,1.985059
VOBYEQ,-2.2182,-0.4171,1.8011,3.64773,-16.53,0.305986,0.754903
VOCBAQ,1.5902,3.9416,2.3514,3.21155,-23.27,0.254706,0.706047
VOCTIQ,-3.8222,-1.5073,2.3149,3.04442,-16.65,0.291524,0.652716
VOGGOO,-4.724,-0.9295,3.7945,2.95653,43.65,-0.06668,0.428905
VOGHIJ,-4.8985,-1.0421,3.8564,0.75936,61.79,0.023455,0.402759
VOGYOG,-5.7497,-3.1707,2.579,8.86688,-39.99,0.214652,0.67425
VOGYUM,-1.9576,-0.1119,1.8457,15.1079,-38.72,0.153751,1.035674
VOPCIM,-4.9224,-1.939,2.9834,2.63978,22.81,0.11292,0.732611
VOPPAR,-6.5133,-4.6674,1.8459,0.03861,-22.47,0.432079,0.656696
VOPPEV,-6.5578,-4.6767,1.8811,0.26279,-22.12,0.417721,0.685239
VOVDIT,-4.1848,-2.2015,1.9833,10.17293,-37.91,0.249959,1.137075
VOWRAA,-1.2783,1.9327,3.211,2.27876,131.67,-0.035739,0.561416
VOYFIA,-4.749,-2.7516,1.9974,5.53247,-1.92,0.239379,1.318038
VOYJEY,-4.7336,-0.3973,4.3363,16.61384,171.67,-0.050051,0.372023
VUCFAA,-6.2202,-2.5659,3.6543,3.14398,137.44,0.020204,0.410674
VUCPIU,-4.9536,-2.3352,2.6184,8.10455,-26.57,0.220696,0.676716
VUCYAV,-8.8617,-5.6069,3.2548,7.01137,-24.79,0.190242,0.381045
VUDCEF,-8.0589,-4.4922,3.5667,1.60841,46.06,-0.008446,0.599922
VUDDON,-4.3069,-1.946,2.3609,1.83551,21.86,-0.15596,0.978079
VUDXOH,-4.3691,-0.7784,3.5907,0.08585,41.89,-0.155843,0.50898
VUJLOC,-4.091,-1.39,2.701,2.25752,56.46,-0.119679,0.687886
VUJMAP,-4.6491,-2.1055,2.5436,1.50755,94.46,-0.081015,0.719415
VUJPIZ,-4.2563,-1.5089,2.7474,5.4973,40.89,-0.198533,1.095567
VULMOE,-5.0092,-1.2899,3.7193,4.2883,-76.37,0.228358,0.381691
VUMCIP,-5.1774,-2.2464,2.931,0,17.42,-0.001057,0.745352
VUMFOA01,-4.4747,-2.4481,2.0266,12.00083,-52.54,0.171252,1.198745
VUMSUT,-5.9107,-3.344,2.5667,7.8035,-61.55,0.287942,0.659952
VUTSUY,-5.1179,-2.8699,2.248,3.31478,-22.82,0.07867,1.042034
VUTTAH,-3.9824,-1.6974,2.285,0.95874,15.33,0.150975,1.52342
WABGOW,-3.5271,-2.7976,0.7295,1.73826,31.22,-0.059616,1.682565
WABMOB,-4.6873,-3.1637,1.5236,8.95677,-60.7,0.247083,1.038295
WABZAC,-4.3348,-2.0641,2.2707,2.99895,36.19,-0.131194,0.855091
WACDAF,-5.0247,-3.5178,1.5069,2.97508,-36.56,0.351061,1.385396
WAFBUA,3.5972,6.16,2.5628,2.00E-05,-65.19,0.143021,1.021981
WAFWEJ,-3.2686,-2.8419,0.4267,14.43808,-50.66,0.223551,2.124279
WAFZUA,-5.0395,-2.4186,2.6209,5.26194,-18.93,0.266164,0.712733
WAGHET,-5.69,-2.9449,2.7451,8.3951,-21.24,0.240782,0.726016
WAHQEE,-5.1681,-2.9137,2.2544,11.56481,-29.29,0.157272,1.266019
WAJGUL,-1.0651,0.21,1.2751,2.33611,-44.14,0.207296,1.567304
WALJOL,-4.2968,-0.1179,4.1789,4.10424,75.63,-0.219616,0.465154
WALJUR,-4.3321,-1.8097,2.5224,5.82001,58.37,-0.181572,0.878306
WAMLEC,-5.4227,-1.5775,3.8452,0,-51.01,0.325058,0.398366
WAMYAL,-5.0304,-3.1446,1.8858,14.3404,-8.22,0.176902,1.00279
WAQVIT,-4.9842,-2.3098,2.6744,18.00591,41.34,-0.185768,1.029646
WASDOM,-3.8727,-0.0688,3.8039,0.16941,-47.33,0.195943,0.228683
WATSUF,-4.1358,-1.9011,2.2347,1.06164,51.97,0.110889,1.2751
WAVTOF,-5.2623,-1.1804,4.0819,5.93527,73.35,-0.148764,0.388886
WAVVEX,-3.9154,-0.6864,3.229,2.34614,50.18,-0.161929,0.765644
WAVWEY,-4.0503,-1.3504,2.6999,2.18266,85.85,-0.12582,0.933329
WAWSEU,-6.4497,-2.2154,4.2343,4.17467,130.08,0.055615,0.293619
WAXJIQ,-4.7738,-2.6529,2.1209,19.74532,-52.31,0.304613,0.668018
WAZWEC,-4.5998,-1.9555,2.6443,6.72653,86.03,-0.095726,1.209595
WEFCIT,-5.0009,-1.9477,3.0532,11.55861,-67.61,0.188317,0.724944
WEFCOZ,-4.5251,-1.9481,2.577,16.07104,-75.88,0.241547,0.795924
WEHFOE,-4.4286,-1.7641,2.6645,2.69067,21.46,0.004338,0.703793
WEHWAI,-0.1996,2.1686,2.3682,18.12658,-57.65,0.134688,1.079007
WEHZER,-4.0303,-1.6437,2.3866,6.66379,-23.45,0.145184,0.737217
WEJKOL,-4.3199,-1.4156,2.9043,6.51084,30.93,0.07668,0.581522
WELKED,-5.7691,-2.0914,3.6777,6.1498,98.18,-0.07642,0.427276
WELPIM,-8.1665,-4.9158,3.2507,8.20744,82.67,-0.185903,0.549728
WELREL,-4.3895,-2.2917,2.0978,7.55304,-27.45,0.043072,0.91426
WEMNIM,-10.1144,-6.4692,3.6452,0.19874,53.83,0.115238,0.416221
WEMVUH,-4.1516,-0.626,3.5256,5.54521,94.64,-0.146195,0.631305
WEMWAO,-4.1578,-1.3254,2.8324,2.55652,66.45,-0.077683,0.85926
WEPVOC,-4.0274,0.3089,4.3363,1.5444,69.56,-0.126556,0.262334
WERHUZ,-4.8919,-3.3254,1.5665,13.03034,-49.34,0.190543,0.91331
WERKIN,4.9148,8.9433,4.0285,1.00E-05,88.31,0.022878,0.741164
WEXYIH,-4.7557,-3.4682,1.2875,14.48002,-49.1,0.207276,0.817827
WIBLUO,-5.4643,-1.2542,4.2101,7.90153,125.15,-0.044518,0.308438
WIFSEJ,-4.9028,-2.5132,2.3896,1.00E-05,-42.41,0.244701,0.677853
WIGMAA,-4.4327,-1.6254,2.8073,14.19671,-23.84,0.217515,0.612826
WIGXUI,-4.8746,-2.8816,1.993,13.91156,-21.98,0.134119,0.994778
WIHFEB,-12.081,-9.7407,2.3403,6.61636,35.87,0.174011,1.591815
WIJLUZ,-5.3336,-2.1399,3.1937,11.68964,55.93,-0.108487,0.570786
WIMNIR,-5.3569,-2.5231,2.8338,15.89644,-42.39,0.151264,0.801926
WISHUE,-5.1955,-3.3088,1.8867,7.06906,-22.54,0.324831,1.294571
WITBEJ,-3.9167,-1.985,1.9317,12.55219,-31.27,0.132774,1.27841
WITBOT,-4.3284,-2.1273,2.2011,13.11689,-49.44,0.157521,0.709904
WIVDUB,-4.8394,-2.8532,1.9862,8.3442,-50.36,0.344714,0.659013
WIVQIC,-4.7547,-2.175,2.5797,2.34763,-8.53,0.197658,0.709105
WIVQOI,-4.724,-2.3023,2.4217,2.2509,-22.78,0.169047,0.608048
WIWJOD,-4.8387,-1.3548,3.4839,17.15099,-31.31,0.18166,0.511081
WIYCUF,-4.7572,-1.4717,3.2855,7.50761,59.7,-0.216382,0.636622
WIYSII,-5.5,-3.3359,2.1641,6.3442,-27.02,0.392208,0.950694
WOBXER,-8.2678,-6.3052,1.9626,7.11671,-15.77,0.390721,1.056144
WOFREP,-4.8774,-1.9165,2.9609,7.11017,-19.51,0.162643,0.564429
WOGMEL,-11.1865,-7.1623,4.0242,7.99264,69.14,0.004493,0.67534
WOJLUC,-10.2571,-8.0481,2.209,0.11777,-38.06,0.205545,1.228879
WOKCEE,-1.8828,-0.751,1.1318,0.32932,39.79,-0.086244,1.233816
WOKYOL,-3.4451,-1.6753,1.7698,4.62005,12.48,-0.163045,1.122722
WOPGIS,-1.3911,0.8043,2.1954,6.31718,-51.74,0.152467,0.969716
WOTRUU,-5.2104,-3.7564,1.454,11.88812,-62.94,0.216483,1.016449
WOVMAY,0.6932,3.4694,2.7762,0.08212,75.85,-0.0577,0.781126
WOWTOR,-14.0145,-10.3726,3.6419,0,33.1,0.154791,0.268049
WOZHUQ,-4.813,-1.2673,3.5457,5.6599,45.18,-0.058275,1.130102
WUBGEI,-5.7009,-3.5437,2.1572,13.66482,54.75,0.160256,1.044566
WUFFAF,-4.9997,-2.7882,2.2115,8.78996,-52.56,0.224639,0.598601
WUFVIC,-5.2747,-1.8122,3.4625,3.82739,-19.11,0.258057,0.465409
WUFVOI,-4.7816,-1.4978,3.2838,3.66699,-19.78,0.250098,0.55255
WUGCAD,-4.2346,-1.6371,2.5975,2.45731,-56,0.288325,0.986781
WUGCIL,-3.9117,-2.294,1.6177,6.9978,-62.08,0.268884,1.199632
WUKDOV,-8.622,-5.6473,2.9747,1.21802,-35.36,0.369911,0.636476
WULSEB,-7.4536,-5.0681,2.3855,8.01485,-25.09,0.149865,0.975369
WULSIF,-7.6569,-5.0493,2.6076,8.72138,-45.88,0.188097,0.501796
WUMPOL,-4.503,-1.7794,2.7236,6.04663,-32.78,0.114407,0.650727
WUNCAK,-4.2178,-1.5934,2.6244,10.26868,-68.36,0.132246,0.516175
WUNCEO,-7.7773,-4.6278,3.1495,12.3691,-74.57,0.170558,0.361297
WUPWOU,-11.4877,-9.0458,2.4419,2.55851,-17.19,0.203832,1.064311
WURXOZ,1.6843,6.3928,4.7085,0.12281,-77.92,0.092479,0.138326
WUSFEX,-4.3366,-1.9947,2.3419,6.06619,-41.95,0.15073,1.095017
WUTDAQ,-4.5501,-1.5528,2.9973,3.3941,64.06,-0.109487,0.926221
WUTDEW,-10.3519,-7.8421,2.5098,0.76982,-48.04,0.299359,0.342529
WUXVOA,-5.083,-3.1498,1.9332,3.7105,-6.15,0.192792,1.260496
WUYFIH,5.6855,7.5851,1.8996,0,6.63,0.10572,1.399819
XABHIV,-10.4887,-4.8613,5.6274,1.07049,166.1,-0.060244,0.128818
XADCIP,-4.6633,-2.9362,1.7271,3.63732,11.03,-0.148101,1.753512
XADCOV,-5.2631,-2.5409,2.7222,4.91017,-32.38,0.164868,1.04938
XADMAR,-8.5758,-4.7037,3.8721,5.72125,-43.57,0.136723,0.180339
XAGLAU,-7.1172,-3.7697,3.3475,12.21931,-55.08,0.275912,0.582402
XAHLEY,-4.8535,-2.1503,2.7032,11.46166,-54.68,0.171941,0.633648
XAHLOI,-4.6302,-3.1406,1.4896,15.52682,-49.37,0.252053,0.930082
XAJWOU,-5.1349,-1.7913,3.3436,8.85232,41.55,-0.115019,0.642743
XAKHOI,3.1586,5.8625,2.7039,2.48328,-30.95,0.108956,0.715374
XAKPUU,-22.9965,-17.9912,5.0053,6.87692,73.49,0.2418,0.163942
XARGON,-5.6752,-3.0098,2.6654,9.48412,-39.42,0.152904,0.806264
XAWJUB,-5.8194,-4.3843,1.4351,10.91121,38.65,0.026377,1.064971
XAWVEX,-5.7606,-2.734,3.0266,1.00E-05,23.16,-0.004993,1.032831
XAXYEC,-4.9787,-1.8527,3.126,7.72981,103.19,-0.063739,0.47025
XEFXEM,-3.6678,-0.8734,2.7944,1.17394,70.6,0.050968,0.67758
XEFYAJ,-8.0421,-5.8866,2.1555,1.48703,25.57,0.173789,0.9069
XEGPEF,-5.2141,-2.6383,2.5758,16.39203,45.3,-0.055953,0.913599
XEHSOV,-4.7386,-2.696,2.0426,6.61675,35.49,0.167272,1.030062
XEHYER,-5.2587,-1.4968,3.7619,14.36315,-51.64,0.242722,0.444647
XEKKUT,-3.7274,-2.1459,1.5815,4.71586,20.92,-0.031297,0.95843
XELNAD,-7.6632,-5.1976,2.4656,4.42878,-42.51,0.320533,0.472166
XEMSAK,-3.4861,-0.8834,2.6027,0.98448,-56.12,0.08692,0.481778
XENBIE,-13.3907,-8.3622,5.0285,5.00E-05,-53.54,0.265407,0.112605
XENPAI,-8.0326,-5.8441,2.1885,6.79008,55.2,0.071368,1.050968
XESMUG,2.3777,5.8423,3.4646,0,130.22,-0.042031,0.409245
XETGUY,-1.724,0.8174,2.5414,5.59322,-21.35,0.232949,0.876367
XEVKIU,-11.3468,-8.7729,2.5739,3.09436,-13.33,0.242594,0.779253
XEVMAN,-8.0386,-3.8984,4.1402,3.95671,91.1,-0.10339,0.323593
XEYZEH,-12.4184,-9.2252,3.1932,0,-29.28,0.18348,0.155159
XEZMEU,-4.2522,-2.7473,1.5049,3.28584,-23.58,0.211218,1.486611
XEZNUM,-4.7171,-2.1615,2.5556,8.15465,-64.32,0.244524,0.52624
XEZTEE,-3.938,-0.6901,3.2479,18.09273,-58.93,0.186342,0.420188
XEZWOQ,-5.0635,-2.3153,2.7482,8.8831,-27.12,0.198158,0.919552
XEZZUX,-8.6091,-6.3547,2.2544,2.82913,38.51,0.141904,1.150047
XIBBAL,-8.9652,-6.5999,2.3653,3.45641,52.9,0.147036,1.08273
XIBNUS,-4.96,-1.8799,3.0801,1.00E-05,33.17,0.069353,0.823192
XIDNON,-4.2727,-1.638,2.6347,1.45588,-59.99,0.179425,0.466929
XIFPAD,-5.2923,-3.222,2.0703,0.03387,16.72,-0.010188,1.136774
XIHVIT,1.3178,5.9926,4.6748,0,136.86,-0.022544,0.212898
XILJEH,-3.0459,-0.9161,2.1298,1.47439,-33.85,0.159998,0.704641
XILTIV,-4.0291,-0.2455,3.7836,2.5165,96.81,-0.159165,0.498427
XIMHAD,-4.6972,-2.6103,2.0869,11.26626,-58.23,0.25555,0.950048
XIMROB,-4.7462,-2.5904,2.1558,9.07338,-29.29,0.111518,0.952042
XIMSAO,2.9491,5.1067,2.1576,0.17304,-63.42,0.057009,1.161661
XIMYUO,-5.4363,-3.842,1.5943,9.13276,-25.58,0.120861,1.655686
XITQEX,-4.7281,-1.4006,3.3275,0,30.68,-0.009782,0.681743
XITQIB,-4.4091,-1.2377,3.1714,0,30.24,-0.0131,0.698246
XIVKOD,-8.9062,-5.4562,3.45,7.30766,-28.19,0.180966,0.545172
XIWBEK,-8.4274,-5.5875,2.8399,17.93762,-22.17,0.323729,0.448484
XIXTAA,-5.1761,-3.3143,1.8618,2.25818,-19.74,0.016182,1.031417
XIXTEE,-4.9226,-1.7763,3.1463,7.51723,48.05,-0.100499,0.617727
XIXTII,-5.6445,-3.4811,2.1634,1.16986,-20.23,0.088433,0.702157
XIYMEY,-14.6639,-11.2293,3.4346,0,-22.02,0.365192,0.275568
XIYPAY,2.0995,5.0037,2.9042,1.00E-05,-48.96,0.199121,0.420162
XOBBIZ,-4.2619,-3.1554,1.1065,9.46923,-56.03,0.274917,1.356126
XOCJAB,-5.3743,-1.586,3.7883,2.85748,45.94,-0.040198,0.385334
XOCJUV,-4.2657,-0.8828,3.3829,2.79637,48.34,-0.129744,0.539587
XOCNUY,-4.4304,-1.2535,3.1769,3.68859,116,-0.114054,0.985982
XOFDUR,-8.5328,-6.4742,2.0586,7.90331,-17.55,0.352978,0.924113
XOGXAS,-5.1883,-2.5223,2.666,12.18905,-6.75,0.221577,0.538624
XOMCOS,-4.3014,-2.2873,2.0141,8.77439,-33.83,0.101335,1.153435
XONCEJ,-4.1878,-1.6412,2.5466,8.45334,-34.71,-0.116071,0.81181
XOPSEB,-8.9566,-4.6041,4.3525,10.23567,73.84,0.061114,0.264913
XOQVAC,-4.5739,-2.7988,1.7751,11.72928,54.69,0.096069,1.414074
XOQZOT,-7.5907,-6.1866,1.4041,13.13698,-17.72,0.19901,0.624278
XOTGOC,-4.6575,-2.3441,2.3134,3.50726,-20.39,0.080354,0.969582
XOTLUO,2.2661,5.3849,3.1188,8.9079,-70.3,0.130543,0.419611
XOXSUA,-1.6747,0.4773,2.152,14.76089,-28.92,0.11746,1.422545
XOZXIV,-5.2459,-2.9603,2.2856,9.02296,40.09,0.001076,0.977155
XUBJEK,-5.5744,-2.6027,2.9717,6.36538,67.2,-0.188189,0.586665
XUBMUF,-11.3511,-7.5892,3.7619,0.69803,-38.42,0.175946,0.598462
XUJXOP,-8.5127,-5.3502,3.1625,7.42307,-37.47,0.150025,0.450776
XUKHOC,-4.9654,-2.2598,2.7056,5.45831,31.36,0.057511,0.960784
XULXAG,-4.9041,-2.059,2.8451,7.87358,31.04,-0.007699,0.839367
XUNTAB,-5.101,-2.8237,2.2773,4.52485,-10.43,0.2216,0.896946
XUPJOI,-4.5887,-1.1758,3.4129,3.59092,99.9,-0.202676,0.736052
XUPRAB,-5.1415,-2.404,2.7375,5.91069,-25.78,0.186627,1.09689
XUPREF,-4.8202,-2.8966,1.9236,0.95573,-13.51,0.074557,1.400905
XUPSIL,-4.9687,-1.7885,3.1802,1.39339,26.46,-0.082953,0.670689
XUQXEO,-4.9802,-2.048,2.9322,2.09232,-26.45,0.175617,0.366628
XUSCIY,-7.4897,-5.0186,2.4711,4.24308,25.31,-0.125603,1.231896
XUVTIR,-9.0341,-5.1656,3.8685,6.56163,114.4,0.035758,0.626354
XUVVAN,-4.8925,-1.5976,3.2949,1.15591,-17.88,0.197062,0.395948
XUWPAH,-5.045,-2.0484,2.9966,0.5232,-29.94,0.18314,0.355722
XUYWAQ,-4.4038,-2.8873,1.5165,10.70033,15.61,-0.029276,1.436362
YABLIW,-6.0629,-2.1862,3.8767,18.52597,47.9,0.004028,0.387845
YABPEW,-4.9926,-2.0135,2.9791,5.73818,36.93,-0.012979,0.894621
YADKET,-4.4365,-1.9747,2.4618,1.97612,23.97,-0.155058,0.940116
YAGBIR,-4.9096,-3.3169,1.5927,9.0509,-46.82,0.404174,1.103516
YAJLAW,-4.2622,-1.9994,2.2628,5.46721,-16.51,0.085602,1.052745
YAJLEA,-4.2289,-1.9054,2.3235,6.23613,-15.89,0.080054,1.08311
YAKFOG,-5.4302,-2.9036,2.5266,8.36172,-20.94,0.123492,0.853463
YAKGAT,-5.5727,-3.0946,2.4781,10.18197,-21.23,0.13775,0.728229
YALHUP,-2.881,-0.0367,2.8443,3.37297,-44.53,-0.035688,0.717798
YALZET,-7.9791,-5.1066,2.8725,7.20543,-12.78,0.143155,0.830495
YANKOQ,-11.7926,-7.7707,4.0219,0.10525,-33.16,0.283858,0.107447
YANKUW,-11.53,-9.0757,2.4543,0.11655,-6.16,0.237918,0.764064
YAPGUS,-4.8512,-2.0754,2.7758,0.94157,20.62,-0.020695,1.084622
YAPZIA,-5.5699,-2.8635,2.7064,7.49927,-27.23,0.147885,0.852987
YAQBEA,-7.8745,-5.828,2.0465,0.38578,70.48,0.132925,1.884274
YAQLOR,-4.9477,-2.6547,2.293,1.00E-05,9.3,0.213908,0.717058
YAQMEI,-5.7455,-2.5446,3.2009,7.09714,-19.13,0.178558,0.492791
YARTIW,4.0114,8.124,4.1126,0.1597,-43.66,0.133301,0.183167
YASHOP,4.6349,8.0278,3.3929,5.86475,-47.86,0.144055,0.237152
YASHUV,3.6552,6.8743,3.2191,5.35272,-23.15,0.292136,0.228986
YASPUE,-4.7096,-1.8883,2.8213,0,-22.58,0.17211,0.954335
YATQER,-5.9108,-3.7997,2.1111,21.91011,-21.55,0.296468,1.10867
YAWWEZ,-4.724,-1.816,2.908,7.54714,48.85,-0.048255,0.73733
YECRII,-4.5745,-2.0118,2.5627,7.71245,-56.9,0.19001,0.75191
YECSIK,-7.7757,-5.4117,2.364,7.34833,-15.63,0.081809,0.523931
YECSOQ,-7.4733,-4.649,2.8243,8.4843,-47.84,0.231726,0.405042
YECSUW,-7.7915,-5.0554,2.7361,7.39358,-13.83,0.141686,0.520331
YEDTAC,-5.4175,-2.5051,2.9124,9.3199,43.84,0.063339,0.76536
YEFFOE,-3.7894,-1.6113,2.1781,4.70666,-17.9,0.097564,0.702203
YEHDUM,-5.9927,-3.8835,2.1092,8.68311,-36.87,0.342194,0.943098
YEJJIG,-5.1279,-3.5179,1.61,3.37324,-34.82,0.289427,2.202921
YEJWAM,-5.8143,-1.7766,4.0377,3.37612,155.41,-0.009325,0.375194
YEKLOQ,-4.6662,-1.6448,3.0214,10.88554,-21.08,0.118102,0.835404
YEKLUW,-4.8332,-2.4035,2.4297,14.42757,-20.62,0.095147,1.450067
YELWAN,-10.303,-8.0267,2.2763,0,-29.45,-0.006188,0.927494
YEQTOE,-4.8402,-1.7501,3.0901,7.51109,115.39,-0.15157,0.586835
YEQZID,-5.1304,-2.6223,2.5081,2.89747,-14.2,0.084598,0.616155
YETBOP,-9.4087,-5.8279,3.5808,0.33717,61.82,-0.011349,0.470571
YETBUV,-9.0872,-5.5621,3.5251,0,70.33,-0.11017,0.517836
YETCAC,-17.9405,-13.3595,4.581,3.33477,79.14,0.104609,0.235966
YETCEG,-8.5639,-5.1502,3.4137,2.18482,63.48,-0.067312,0.71839
YETCIK,-12.2494,-8.6353,3.6141,2.03474,75.12,-0.048101,0.49166
YETYOM,-2.0817,-0.3758,1.7059,8.50208,25.68,-0.036481,2.002104
YEWSOI,-4.5625,-2.4278,2.1347,6.29663,-32.71,0.040369,1.432927
YEWSUO,-4.5313,-2.3862,2.1451,7.38236,-33.63,0.032535,1.15443
YEXVAA,-4.8868,-0.9507,3.9361,3.85691,91.2,-0.116241,0.332184
YEXVEE,-5.6542,-1.5396,4.1146,9.52597,87.01,-0.076015,0.324514
YEZLEU,-3.9945,-1.6342,2.3603,3.00E-05,54.37,-0.019057,1.27331
YEZYUZ,-5.5,-1.9901,3.5099,13.91127,-21.53,0.171649,0.669368
YIBHUM,2.0314,5.3456,3.3142,7.83072,-73.34,0.110948,0.425898
YIJDED,-8.2229,-5.4977,2.7252,4.93895,-52.7,0.262254,0.459465
YIJGII,-5.2321,-2.3867,2.8454,11.07096,27.12,-0.060885,0.889887
YIKVUJ,-9.3059,-5.9486,3.3573,9.55236,-35.63,0.106364,0.483817
YIKVUM,-4.0407,-1.4292,2.6115,3.52009,-26.44,-0.060058,0.913869
YILLAH,-2.0732,-0.0193,2.0539,14.04874,-22.2,0.27076,1.232778
YINCOO,-5.2025,-2.0219,3.1806,12.72775,-32.87,0.083611,0.678783
YISQAT,-4.3196,-1.8318,2.4878,4.37563,90.18,-0.005638,0.930524
YITNAR,-2.4628,-0.236,2.2268,15.94071,77.05,0.133788,1.318119
YITRUO,-7.8604,-5.7635,2.0969,3.91295,57.53,-0.08418,1.888303
YITVON,-6.7897,-4.6301,2.1596,3.00421,-16.37,0.362526,0.597719
YIXFER,-3.7912,-0.924,2.8672,6.63584,33.14,-0.128423,0.615376
YIYDAM,-5.0219,-2.2112,2.8107,6.83753,34.95,-0.018511,0.966388
YIZNOL,-4.5184,-0.909,3.6094,3.95809,-56.75,0.24224,0.439655
YIZZIR,-3.3559,-1.6502,1.7057,0.75049,29.85,0.001187,0.840403
YOBCUO,-5.5205,-2.8637,2.6568,6.04301,-23.79,0.18468,0.967157
YOJKEN,-4.4598,-2.2475,2.2123,5.99563,-20.52,0.181428,0.82796
YOJQEU,-5.1016,-2.7281,2.3735,15.15163,-37.76,0.033147,1.075647
YOJQIY,-5.0648,-2.6666,2.3982,15.83555,-36.63,0.013748,1.151486
YOJVOJ,-4.8141,-3.7729,1.0412,10.43922,-42.03,0.153139,1.48694
YOLDAG,-1.2709,1.4889,2.7598,0.64573,20.73,0.014647,0.960437
YONHAK,-5.4375,-2.0246,3.4129,5.18401,116.43,0.03815,0.542105
YONWUT,-2.1316,1.9054,4.037,6.12827,-71.25,0.176266,0.281842
YORSEE,-6.7462,-4.2769,2.4693,4.87506,-30.77,0.118862,1.392853
YOSKAV,-5.0746,-1.6696,3.405,0,39.54,0.046657,0.55369
YOWZOB,-3.786,-1.4271,2.3589,10.9074,-39.08,0.091392,1.12116
YOYVOY,-4.6492,-3.3114,1.3378,20.19837,-39.81,0.276532,0.854539
YOYXES,-5.051,-1.3477,3.7033,3.03418,44.88,-0.074146,0.416825
YOZRAG,1.8047,4.2008,2.3961,0.13299,-43.04,0.242353,0.623761
YOZYIW,-3.9005,-0.969,2.9315,3.46116,95.44,-0.148599,0.611121
YOZZET,-4.3501,-1.8196,2.5305,3.83309,76.41,-0.118956,0.827657
YUBDAB,-4.2103,-1.7669,2.4434,4.59067,-44.13,0.226281,1.347189
YUBZUR,-10.9818,-8.6345,2.3473,12.27875,6.4,0.073846,1.001836
YUDFOS,-6.1379,-2.1785,3.9594,5.20977,123.31,0.018696,0.367981
YUJZAF,-3.9514,-1.4287,2.5227,9.93926,19.45,-0.110723,0.842583
YULMUP,-4.5938,-1.8921,2.7017,0.43698,33.11,-0.137082,1.188344
YUMGOF,-4.0467,-1.8622,2.1845,7.77827,-40.52,0.182461,1.118042
YUMJIB,-4.8139,-1.5636,3.2503,4.4229,-19.47,0.261963,0.548562
YURDIY,-4.9575,-2.2715,2.686,6.64606,53.12,0.052338,0.922953
YUXHUV,-4.012,-0.7357,3.2763,4.64437,53.2,-0.078202,0.61718
ZALRUZ,-4.4729,-2.7608,1.7121,8.17294,33.24,-0.026349,1.052306
ZARXAU,-12.3063,-8.2898,4.0165,3.24726,-44.89,0.172839,0.135996
ZASROA,-13.8279,-10.1653,3.6626,2.5327,34.72,0.133567,0.262689
ZASRUG,-8.179,-6.1207,2.0583,12.45941,16.44,0.049662,0.641012
ZATWOI,-6.5778,-3.7711,2.8067,1.52163,-44.98,0.157613,0.443429
ZAVTUN,-5.2117,-3.3682,1.8435,8.25393,-29.3,0.390029,0.923221
ZAXBUX,-5.4814,-2.4798,3.0016,8.94019,-39.74,0.199972,0.656146
ZAXWUQ,-5.8958,-2.398,3.4978,11.73827,-21.66,0.110049,0.652396
ZAXYEC,-8.8093,-5.2768,3.5325,14.47533,-21.91,0.311546,0.422942
ZAYJOB,2.3842,7.4089,5.0247,0.04077,-78.44,0.10575,0.086132
ZAZNOD,-1.1929,1.1835,2.3764,6.29045,-43.83,0.094824,1.347943
ZAZNUJ,-4.8944,-3.1388,1.7556,3.64334,-6.6,0.230163,1.316849
ZEBCEQ,-5.2949,-2.6808,2.6141,17.55508,-52.78,0.252585,0.711361
ZEBSAA,-4.2249,-0.9076,3.3173,0.9308,54.45,-0.116811,0.577611
ZEDSOT,-5.451,-2.2908,3.1602,2.53417,-13.23,0.264978,0.541389
ZEGSOT01,-5.5996,-1.5507,4.0489,4.00879,133.13,0.088241,0.258083
ZEHMEG,-4.9185,-2.3573,2.5612,1.78151,23.26,0.057694,1.160105
ZEHPAD,-3.9028,-2.7859,1.1169,5.77622,-38.96,0.189357,1.267863
ZELDAX,-4.5819,-2.602,1.9799,6.86151,-39.82,0.077332,1.168194
ZELWAO,-5.0711,-1.1628,3.9083,5.94473,-74,0.25716,0.343386
ZENBOJ,-2.2781,1.5932,3.8713,13.90839,53.44,0.14261,0.465877
ZEQLUE,-7.9109,-5.1794,2.7315,0.00019,89.92,0.015127,1.253805
ZERDIJ,-4.8865,-2.7964,2.0901,6.25229,-41.19,0.271281,1.019812
ZEWDIO,-5.4207,-2.8198,2.6009,14.52981,56.34,0.071553,1.025032
ZEYWAD,-4.734,-3.3463,1.3877,16.7593,-58.37,0.337239,1.422717
ZIBNIH,-5.7257,-3.0594,2.6663,1.00E-05,-10.4,0.187174,0.643715
