refcode,total_charge,multiplicity,n_atoms,n_elecs,HOMO,LUMO,gap,dipole_moment_Debye,Dispersion_E,Metal_q,Polarizability
PINKOO,0,1,65,300,-0.17549,-0.08424,0.09125,2.4195,-0.121858,0.54505,380.042174
PINKUU,0,1,65,284,-0.16985,-0.08111,0.08874,4.1899,-0.120626,0.53653,379.182608
PINLAB,0,1,74,318,-0.1675,-0.08035,0.08715,4.4785,-0.13645,0.54076,435.134399
PIQBIC,0,1,25,220,-0.21279,-0.17228,0.04051,6.1721,-0.053617,0.34923,206.992406
PIQMEJ,0,1,57,324,-0.18217,-0.09987,0.0823,4.7217,-0.105813,0.85767,379.036609
PIQMIN,0,1,57,316,-0.18182,-0.09608,0.08574,3.8672,-0.105461,0.85705,378.557879
PIQSOA,0,1,35,260,-0.19105,-0.09195,0.0991,10.6966,-0.069011,0.03653,230.785661
PIQSUG,0,1,35,294,-0.22313,-0.11266,0.11047,7.7133,-0.080702,0.1945,247.62095
PIQTAN,0,1,38,268,-0.21785,-0.08257,0.13528,5.5091,-0.080341,0.31829,240.746567
PIQTER,0,1,33,224,-0.18909,-0.07583,0.11326,8.4936,-0.06001,0.23567,207.473455
PITTER,0,1,78,360,-0.18745,-0.09898,0.08847,10.638,-0.122243,0.39522,437.927434
PITWAQ,1,1,38,240,-0.33058,-0.22593,0.10465,10.7906,-0.076752,-0.63616,282.3007
PIVMAK,0,1,78,372,-0.18123,-0.11299,0.06824,2.4261,-0.161024,0.22487,473.586351
PIVNOZ,0,1,87,374,-0.16931,-0.10183,0.06748,5.4607,-0.169733,0.46718,508.212499
PIWTOF,0,1,72,368,-0.17211,-0.06389,0.10822,2.0629,-0.176172,0.4192,472.409456
PIYKOY,1,1,75,374,-0.2574,-0.2292,0.0282,8.6147,-0.143179,0.5537,437.559253
PIYVIF,0,1,83,432,-0.16292,-0.05465,0.10827,6.6233,-0.215171,-0.4423,563.650526
POFQOT,1,1,99,432,-0.28171,-0.16328,0.11843,2.3516,-0.253553,0.31855,634.480512
POFQUZ,1,1,86,394,-0.28656,-0.16846,0.1181,2.754,-0.220881,0.35289,581.894364
POFRAG,1,1,96,424,-0.28315,-0.16614,0.11701,2.8852,-0.246023,0.31903,623.044416
POHCOF,0,1,66,374,-0.18203,-0.07256,0.10947,4.0979,-0.155617,0.42453,433.875225
POHCUL,0,1,80,438,-0.18327,-0.0866,0.09667,3.5066,-0.19941,0.42496,531.124486
POJDEA,1,1,112,456,-0.27108,-0.16748,0.1036,2.6097,-0.260337,0.29466,672.821112
POJDOK,1,1,96,424,-0.26898,-0.1676,0.10138,5.8553,-0.23308,0.30561,613.156506
POJDUQ,1,1,96,424,-0.27312,-0.17089,0.10223,2.8049,-0.234571,0.30508,612.645228
POJFAY,1,1,112,456,-0.27133,-0.16545,0.10588,2.5606,-0.260641,0.29319,672.822666
POKBAU,0,1,49,252,-0.21529,-0.13938,0.07591,7.6387,-0.091274,0.9059,312.077197
POKSIS,0,1,48,242,-0.17929,-0.08045,0.09884,2.3691,-0.095837,0.52925,324.673452
POKSOY,0,1,48,258,-0.18283,-0.08325,0.09958,2.4523,-0.098766,0.52938,336.853797
POLPEN,0,1,64,284,-0.18097,-0.09547,0.0855,3.5233,-0.117042,0.76041,366.209652
POLPIR,0,1,88,348,-0.18258,-0.09682,0.08576,3.6832,-0.158616,0.7561,459.886679
PONZOK,0,1,52,224,-0.15896,-0.06572,0.09324,3.3992,-0.083674,0.74868,289.840359
PONZUQ,0,1,55,302,-0.16722,-0.07655,0.09067,2.3571,-0.096175,0.7405,336.774611
POQTIA,0,1,100,524,-0.17133,-0.07747,0.09386,3.4668,-0.242574,0.26338,704.21336
PORCIK,0,1,42,282,-0.21576,-0.08134,0.13442,4.9501,-0.084558,0.20788,279.586027
PORJUC,0,1,61,432,-0.17401,-0.10487,0.06914,12.2986,-0.13853,-0.77909,503.932562
PORKAJ,0,1,61,450,-0.17418,-0.10763,0.06655,12.6882,-0.139577,-0.81452,510.639151
POSHUB,0,1,87,438,-0.18627,-0.05365,0.13262,8.7415,-0.235916,-0.83294,593.553458
POSQOF,0,1,79,388,-0.19375,-0.06521,0.12854,3.9267,-0.148985,0.47774,441.966628
POVVAZ,0,1,100,458,-0.21397,-0.10206,0.11191,9.7688,-0.242561,0.39597,625.670587
POWVON,0,1,54,264,-0.20176,-0.09549,0.10627,6.7312,-0.092361,1.18042,327.950791
POWYEF,1,1,98,424,-0.2873,-0.19816,0.08914,3.6046,-0.245092,-0.7626,609.744837
POWYIJ,0,1,86,398,-0.1592,-0.04802,0.11118,5.9799,-0.223296,-0.84555,565.813444
POXQAX,0,1,52,258,-0.19989,-0.02949,0.1704,9.3658,-0.088049,0.17464,282.030668
POXRIE,0,1,119,516,-0.19222,-0.11186,0.08036,0.2411,-0.230016,1.11804,694.956359
POYFAK,0,1,106,482,-0.17239,-0.09839,0.074,14.054,-0.257626,-0.84144,688.244505
POYHIV,1,1,45,316,-0.32386,-0.19885,0.12501,0.005,-0.098433,0.41581,309.507991
POYHOB,1,1,45,352,-0.31367,-0.20106,0.11261,0.0018,-0.10408,0.22739,333.592672
POYZAF,0,1,92,498,-0.19223,-0.10539,0.08684,14.1996,-0.199772,0.72128,560.227319
PUBKIH,0,1,69,372,-0.17778,-0.07506,0.10272,0.5181,-0.158464,-0.27618,419.629731
PUBKUT,0,1,69,440,-0.1864,-0.08689,0.09951,0.4602,-0.16835,-0.29512,457.174637
PUCKIJ,0,1,77,380,-0.19847,-0.05472,0.14375,0.2727,-0.139949,-0.16958,431.406118
PUCMOR,0,1,69,356,-0.19769,-0.11054,0.08715,10.0268,-0.159626,-0.862,467.404113
PUFQEM,0,1,47,258,-0.18935,-0.10702,0.08233,13.6538,-0.082471,0.34821,277.729605
PUMBOQ,0,1,208,878,-0.15999,-0.05673,0.10326,4.5282,-0.50196,0.24757,1242.282968
PUMKEN,1,1,70,332,-0.31847,-0.21238,0.10609,3.5571,-0.137761,-0.37281,413.715771
PUMKIR,0,1,77,418,-0.19944,-0.08664,0.1128,8.3582,-0.205053,-1.51383,564.154109
PUMKOX,1,1,85,472,-0.32208,-0.20107,0.12101,11.7143,-0.217082,-0.92059,594.940832
PUMKUD,1,1,81,472,-0.33401,-0.21642,0.11759,7.9479,-0.219755,-0.98558,590.556797
PUMLEO,0,1,76,422,-0.19265,-0.06975,0.1229,6.238,-0.204371,-1.51146,563.559318
PUPHOZ,0,1,65,332,-0.17514,-0.09869,0.07645,1.5793,-0.122081,0.57824,407.370777
PUPHUF,0,1,69,358,-0.17139,-0.09773,0.07366,2.684,-0.136838,0.18929,447.747166
PUPJAN,0,1,94,488,-0.18318,-0.10661,0.07657,7.4511,-0.239722,0.20201,619.451015
PUSXEH,1,1,31,216,-0.33573,-0.23696,0.09877,8.0067,-0.061633,0.55548,223.943631
PUTKAS,0,1,36,268,-0.19466,-0.12267,0.07199,8.8445,-0.073009,-0.8216,287.0229
PUTKEW,0,1,37,260,-0.19051,-0.10714,0.08337,10.6111,-0.069644,-0.83438,273.556916
PUVLEY,0,1,80,398,-0.18468,-0.04992,0.13476,5.9883,-0.199581,-0.17166,521.540278
PUVLIC,0,1,113,526,-0.18401,-0.08443,0.09958,4.9238,-0.305929,-0.24527,716.386048
QACLAJ,0,1,38,262,-0.19057,-0.07553,0.11504,6.999,-0.074329,0.27764,262.666873
QACLEN,0,1,60,368,-0.1852,-0.06617,0.11903,2.8392,-0.141652,0.07741,436.064863
QAJDEN,0,1,68,326,-0.1548,-0.061,0.0938,9.1577,-0.162569,-0.06299,444.94579
QAJDIR,0,1,68,326,-0.15444,-0.06092,0.09352,9.5075,-0.163594,-0.05969,444.946726
QAJDOX,0,1,68,326,-0.16632,-0.06741,0.09891,5.1623,-0.171305,-0.09494,444.764255
QAJRAX,0,1,68,358,-0.15117,-0.05742,0.09375,10.7178,-0.165916,-0.22122,445.620944
QAJREB,0,1,68,358,-0.15131,-0.05767,0.09364,10.6725,-0.165779,-0.22237,445.619858
QAKHUF,0,1,97,348,-0.17388,-0.08117,0.09271,0.4581,-0.172908,0.74246,491.45499
QAKJER,0,1,103,378,-0.1706,-0.07667,0.09393,3.148,-0.181872,0.74836,519.540116
QAKJIV,0,1,95,356,-0.17509,-0.07983,0.09526,0.3899,-0.179421,0.76577,507.505064
QAKJUH,0,1,103,388,-0.17027,-0.07534,0.09493,3.1474,-0.191254,0.76258,540.52974
QAKLET,0,1,123,414,-0.16593,-0.08559,0.08034,0.349,-0.217972,0.66507,585.289035
QAKPIE,1,1,99,434,-0.2692,-0.15087,0.11833,3.8272,-0.256664,0.29597,641.208394
QAKPUQ,1,1,111,486,-0.27496,-0.16921,0.10575,2.3092,-0.284517,0.2378,721.010779
QAKYOT,1,1,79,410,-0.31413,-0.17322,0.14091,6.815,-0.167017,-0.00481,487.243157
QAKYUZ,1,1,109,498,-0.2821,-0.17089,0.11121,3.9897,-0.24811,-0.0059,653.030223
QAKZEK,1,1,85,434,-0.30318,-0.17767,0.12551,2.623,-0.195459,-0.00522,560.005658
QAMTUV,0,1,118,590,-0.16403,-0.06681,0.09722,3.5869,-0.302756,0.26717,800.732089
QAPJEZ,0,1,30,228,-0.19157,-0.11508,0.07649,8.9922,-0.062064,-0.78303,255.629555
QAPLUQ,0,1,69,340,-0.17931,-0.07584,0.10347,6.2259,-0.111225,0.42239,391.602464
QAPXAH,0,1,65,340,-0.1681,-0.09307,0.07503,4.7863,-0.125768,0.85693,433.750291
QAPXIP,0,1,134,622,-0.1706,-0.09006,0.08054,7.4673,-0.377986,-1.37186,880.855574
QAQTOS,0,1,71,420,-0.18743,-0.04546,0.14197,0.0075,-0.139624,-0.1913,462.254923
QATLII,1,1,90,398,-0.28384,-0.19152,0.09232,7.4269,-0.228631,0.28894,593.324392
QAVDID,0,1,63,272,-0.16988,-0.05299,0.11689,5.8142,-0.130472,-0.47504,365.276996
QAVDOJ,0,1,51,240,-0.17186,-0.0563,0.11556,5.5411,-0.105736,-0.51204,318.752427
QAVNIM,1,1,58,320,-0.29838,-0.1772,0.12118,6.2069,-0.131369,0.2379,398.68529
QAVNOS,1,1,63,340,-0.29501,-0.1764,0.11861,5.552,-0.149681,0.21393,432.012138
QAWKAC,0,1,132,570,-0.18183,-0.09129,0.09054,3.9829,-0.252058,1.20712,832.57629
QAWQOX,0,1,80,578,-0.14829,-0.08964,0.05865,2.1304,-0.201422,0.68896,634.054913
QAWQUD,0,1,53,394,-0.21196,-0.10356,0.1084,0.0002,-0.107477,0.73415,427.908064
QAWSEN,1,1,79,352,-0.28426,-0.13991,0.14435,2.3117,-0.152293,0.43025,470.821352
QAWVAO,0,1,117,528,-0.14971,-0.04064,0.10907,1.6647,-0.330986,0.42808,786.484786
QAWYAP,0,1,82,422,-0.17185,-0.05459,0.11726,6.0645,-0.204096,0.24198,538.87495
QAXHON,0,1,31,230,-0.24506,-0.14811,0.09695,13.1624,-0.057449,0.33532,223.134907
QAXLAE,0,1,54,334,-0.19636,-0.07902,0.11734,5.9959,-0.119818,0.44066,361.752479
QAXLEI,0,1,54,366,-0.19825,-0.08473,0.11352,5.8589,-0.133317,0.44281,409.083507
QAXLUY,0,1,86,404,-0.16616,-0.06673,0.09943,0.333,-0.196165,0.40159,516.053705
QAXMAF,0,1,87,398,-0.16592,-0.06338,0.10254,1.4651,-0.198201,0.40328,516.755683
QAXMEJ,0,1,79,350,-0.15863,-0.06011,0.09852,3.2398,-0.167273,0.40448,438.330508
QAXMIN,0,1,91,382,-0.15816,-0.05935,0.09881,3.26,-0.191969,0.40404,484.891804
QAXMOT,0,1,85,366,-0.15906,-0.06028,0.09878,2.8778,-0.183555,0.39927,461.596853
QAXMUZ,0,1,91,398,-0.16131,-0.05986,0.10145,2.0514,-0.205653,0.40294,513.746554
QAXNAG,0,1,86,412,-0.16417,-0.06797,0.0962,0.7885,-0.203014,0.40131,531.124194
QAXNEK,0,1,85,396,-0.16994,-0.06626,0.10368,0.333,-0.191308,0.40347,511.451455
QAXNIO,0,1,109,460,-0.16883,-0.06524,0.10359,0.7932,-0.228884,0.40344,604.447584
QAXNOU,0,1,111,462,-0.16409,-0.06222,0.10187,2.0065,-0.236458,0.40422,609.762519
QAXNUA,0,1,79,370,-0.16976,-0.06534,0.10442,0.8072,-0.174281,0.40357,471.484665
QAYDOM,0,1,61,372,-0.19879,-0.08128,0.11751,8.2866,-0.12161,0.48144,379.203845
QAYROX,0,1,68,340,-0.17441,-0.1087,0.06571,11.9493,-0.118618,-0.8251,436.533703
QAYRUD,0,1,52,292,-0.17993,-0.11162,0.06831,11.2684,-0.088284,-0.82535,365.832285
QAZWOD,0,1,106,522,-0.18069,-0.06785,0.11284,4.058,-0.281444,-0.19575,727.017221
QEBPES,0,1,142,676,-0.1816,-0.10199,0.07961,11.0834,-0.303613,-0.78534,837.633222
QEBXUS,0,1,61,252,-0.18502,-0.0891,0.09592,0.0434,-0.11208,0.8015,351.795312
QEHTAB,0,1,93,382,-0.19585,-0.13104,0.06481,11.2038,-0.190793,0.30753,512.120432
QEJKOG,0,1,91,532,-0.21643,-0.10734,0.10909,6.6814,-0.189778,0.45768,509.06482
QEJVAE,0,1,105,550,-0.20915,-0.11273,0.09642,23.676,-0.258475,1.22334,687.802519
QEJVOQ,0,1,73,366,-0.15426,-0.06852,0.08574,2.4407,-0.154548,0.13657,482.619615
QEKRIK,0,1,35,266,-0.24753,-0.14637,0.10116,10.4918,-0.068937,0.32807,266.145133
QEPWEO,0,1,39,220,-0.20246,-0.03126,0.1712,9.3175,-0.065529,0.17393,228.925515
QEPYIW,0,1,84,362,-0.17525,-0.05739,0.11786,4.2664,-0.183818,0.27741,502.368578
QERPAE,0,1,53,232,-0.18806,-0.05338,0.13468,4.8756,-0.092487,1.18008,290.231167
QEVQOX,0,1,55,294,-0.17165,-0.11019,0.06146,10.6679,-0.096217,0.41861,363.267151
QEWDEC,0,1,56,316,-0.15209,-0.08544,0.06665,7.6283,-0.114296,0.08053,335.84082
QEWKEK,0,1,57,332,-0.1964,-0.09293,0.10347,9.5281,-0.125023,0.4255,376.354565
QEWZUN,0,1,69,312,-0.21063,-0.05236,0.15827,0.0483,-0.118061,-0.17769,358.831429
QEYTOG,1,1,89,386,-0.2806,-0.1806,0.1,4.4368,-0.219633,0.27114,580.411416
QEYYEZ,0,1,40,244,-0.19443,-0.10048,0.09395,8.4925,-0.070431,0.24845,232.763069
QIBFIQ,0,1,84,404,-0.16828,-0.09459,0.07369,20.1052,-0.14616,-0.7818,519.830875
QIBPID,0,1,66,320,-0.14285,-0.11169,0.03116,16.6711,-0.151457,0.63123,416.190549
QICTII,1,1,93,406,-0.27598,-0.18168,0.0943,5.7236,-0.23074,0.2764,606.869239
QIDBEM,0,1,93,376,-0.15489,-0.04431,0.11058,4.502,-0.215857,-0.6638,553.99906
QIDKIZ,0,1,39,300,-0.23068,-0.14733,0.08335,9.427,-0.077238,0.19168,279.32895
QIDLOG,1,1,43,272,-0.32339,-0.21274,0.11065,8.8625,-0.087363,-0.83037,322.532101
QIDLUM,1,1,46,280,-0.32193,-0.21291,0.10902,9.7318,-0.093329,-0.8206,334.066759
QIDQOL,0,1,95,426,-0.16506,-0.05941,0.10565,2.629,-0.246466,-0.75478,610.938769
QIDWUX,0,1,56,322,-0.19052,-0.07365,0.11687,1.737,-0.128318,0.08591,391.069182
QIFRAA,0,1,45,268,-0.18526,-0.04888,0.13638,3.5655,-0.0825,0.46552,299.857249
QIGPIF,0,1,87,396,-0.20016,-0.09306,0.1071,5.7314,-0.185526,1.20165,512.089863
QIGPOL,0,1,93,348,-0.18783,-0.07198,0.11585,2.1811,-0.181783,1.196,486.11366
QIGQOM,0,1,135,460,-0.18324,-0.07125,0.11199,2.2915,-0.26016,1.20401,648.916809
QIGQUS,0,1,95,364,-0.17521,-0.07171,0.1035,2.9789,-0.18078,1.19127,495.948854
QIGSUW,0,1,69,324,-0.2013,-0.03139,0.16991,6.4745,-0.130338,0.15405,371.160209
QIHKIB,0,1,61,314,-0.1764,-0.11034,0.06606,16.9931,-0.109235,0.1541,360.590568
QIHKOH,0,1,62,356,-0.16961,-0.11651,0.0531,19.0558,-0.118228,0.21228,404.93036
QIHWEL,1,1,86,396,-0.28026,-0.16878,0.11148,7.4981,-0.184992,0.26677,506.227612
QIHWUB,1,1,66,364,-0.29486,-0.16547,0.12939,12.4652,-0.152492,0.1137,408.812478
QIHYAJ,0,1,76,366,-0.18929,-0.09744,0.09185,3.1885,-0.161658,0.63048,511.366552
QIJDIY,0,1,83,420,-0.16306,-0.0755,0.08756,4.9252,-0.186828,0.46933,542.651254
QIJWUE,0,1,116,506,-0.16925,-0.09867,0.07058,1.3144,-0.213904,0.59642,651.439993
QIKDEV,0,1,123,552,-0.18495,-0.11025,0.0747,3.1051,-0.333244,1.24775,790.192413
QIKFEX,0,1,107,416,-0.18139,-0.10428,0.07711,4.7419,-0.199497,1.19642,565.375596
QINDUO,0,1,69,420,-0.20339,-0.09134,0.11205,6.5224,-0.14521,1.20259,468.172293
QIPCEZ,0,1,46,276,-0.17548,-0.09371,0.08177,14.1868,-0.094738,-0.78203,315.464443
QIQLIN,0,1,60,314,-0.19522,-0.09145,0.10377,6.3347,-0.107335,0.34309,366.833918
QIQLOT,0,1,72,362,-0.18686,-0.08464,0.10222,1.9285,-0.122146,0.04013,421.261281
QIVRIX,1,1,41,248,-0.35248,-0.2348,0.11768,9.2923,-0.083728,-0.48248,268.285788
QIWHUB,1,1,58,348,-0.28942,-0.20313,0.08629,12.9395,-0.129868,-0.75157,419.947054
QIWJAJ,1,1,59,348,-0.2908,-0.20493,0.08587,10.6602,-0.130854,-0.73512,424.249491
QIWJIR,1,1,57,346,-0.29128,-0.20573,0.08555,10.3676,-0.128264,-0.74495,423.688399
QIXZUV,0,1,50,288,-0.19372,-0.08642,0.1073,3.0752,-0.099823,0.23284,334.694025
QIYYED,0,1,115,500,-0.18061,-0.11478,0.06583,0.0259,-0.284868,1.16375,733.343429
QIYYIH,0,1,131,564,-0.16978,-0.10548,0.0643,0.4649,-0.305173,1.16264,799.228108
QIYYON,0,1,115,550,-0.18267,-0.11435,0.06832,0.1794,-0.279695,1.07654,740.512765
QIZMEU,1,1,62,272,-0.30204,-0.19353,0.10851,1.3325,-0.114433,0.45229,354.080081
QIZQOF,0,1,34,194,-0.2228,-0.07809,0.14471,9.5592,-0.068262,0.94417,239.78074
QIZTAX,1,1,105,434,-0.25595,-0.17577,0.08018,5.0098,-0.234287,0.25928,645.929943
QOBFAR,0,1,34,302,-0.20186,-0.13152,0.07034,15.8608,-0.075228,0.36748,266.566625
QOBFEV,0,1,36,248,-0.21707,-0.12864,0.08843,15.397,-0.07419,0.48257,245.643831
QOBFIZ,0,1,34,248,-0.21586,-0.13059,0.08527,15.5688,-0.071583,0.51998,247.008652
QOBFOF,0,1,31,250,-0.21746,-0.13204,0.08542,15.4849,-0.068339,0.52021,244.263327
QOBTIN,0,1,73,336,-0.17408,-0.07588,0.0982,0.0027,-0.123653,0.66218,406.836972
QOBTOT,0,1,73,336,-0.17324,-0.07377,0.09947,0.0097,-0.127621,0.66768,406.902562
QOBTUZ,0,1,61,284,-0.17451,-0.07154,0.10297,0.011,-0.099284,0.66448,326.815547
QOCJAW,1,1,71,382,-0.30924,-0.17423,0.13501,8.684,-0.154499,0.20115,446.210593
QOCLAY,0,1,145,568,-0.1726,-0.08836,0.08424,0.2254,-0.328267,1.1119,835.875054
QOCZOX,0,1,55,292,-0.1721,-0.06311,0.10899,2.196,-0.110961,0.47261,348.020463
QOCZUD,0,1,61,308,-0.16966,-0.06025,0.10941,1.5511,-0.119267,0.47297,371.075618
QODQIM,0,1,61,368,-0.1956,-0.09465,0.10095,8.9214,-0.123303,0.35565,409.823889
QODQOS,0,1,58,396,-0.20138,-0.09816,0.10322,8.4804,-0.133776,0.31858,425.573495
QODRAF,0,1,55,366,-0.21909,-0.09324,0.12585,7.8051,-0.131202,0.52689,380.41566
QODREJ,0,1,58,412,-0.21931,-0.09574,0.12357,8.2313,-0.146447,0.52404,435.549073
QOHGEZ,0,1,75,286,-0.17694,-0.09546,0.08148,0.2726,-0.143895,0.66698,398.899751
QOHHAW,0,1,87,340,-0.18219,-0.10142,0.08077,3.6584,-0.189984,0.68307,474.720315
QOHVEP,0,1,57,306,-0.19578,-0.13345,0.06233,11.1095,-0.129125,0.32217,406.542717
QOHZOC,0,1,93,386,-0.16627,-0.08171,0.08456,10.9732,-0.221574,-0.66929,549.833558
QOHZUI,0,1,92,376,-0.1634,-0.05458,0.10882,9.8808,-0.220667,-0.66143,548.79961
QOJDUQ,0,1,61,312,-0.17932,-0.09411,0.08521,13.0727,-0.108568,0.39225,372.483967
QOJRUD,1,1,60,296,-0.27713,-0.19486,0.08227,7.9195,-0.132985,0.08118,374.128732
QOJSAK,1,1,62,296,-0.2681,-0.18088,0.08722,5.9647,-0.137508,0.08515,383.032394
QOKJOR,1,1,64,272,-0.28243,-0.18231,0.10012,5.3543,-0.130768,0.65459,337.479283
QOLJAE,0,1,48,322,-0.21085,-0.08797,0.12288,6.8684,-0.103864,0.42303,327.317065
QOLKAE,0,1,54,334,-0.19633,-0.07896,0.11737,6.0184,-0.119817,0.44063,361.752506
QOMFOP,1,1,83,388,-0.28415,-0.1836,0.10055,7.1648,-0.161788,0.36922,469.655224
QOMJOT,0,1,91,404,-0.18048,-0.10638,0.0741,6.6681,-0.207943,1.18471,548.019018
QONHAD,0,1,45,232,-0.18912,-0.07731,0.11181,6.5564,-0.088734,1.01263,289.098197
QOPGUY,0,1,39,264,-0.21277,-0.09408,0.11869,8.4327,-0.079833,0.73449,276.491639
QOPKAJ,0,1,85,388,-0.18745,-0.07245,0.115,5.9681,-0.155453,0.57811,486.06627
QOPKEN,0,1,84,398,-0.1968,-0.07682,0.11998,12.605,-0.158384,0.548,498.373552
QOPKIR,0,1,84,398,-0.19979,-0.07824,0.12155,12.1459,-0.157347,0.55358,498.345002
QOPKOX,0,1,87,406,-0.19745,-0.07501,0.12244,12.151,-0.161451,0.55392,509.840719
QOPLAK,0,1,87,410,-0.19524,-0.07636,0.11888,10.6623,-0.165409,0.51783,519.90578
QOPLEO,0,1,102,450,-0.18939,-0.0739,0.11549,10.7514,-0.187194,0.51832,577.807085
QOPLIS,0,1,93,450,-0.20165,-0.08081,0.12084,14.2202,-0.174145,0.52035,546.282392
QOPMIT,0,1,64,358,-0.18998,-0.08607,0.10391,6.2605,-0.141963,0.4459,418.020638
QOPNIU,0,1,149,558,-0.17834,-0.09688,0.08146,0.0006,-0.299822,1.2758,787.540102
QOQGUY,0,1,126,484,-0.17452,-0.08341,0.09111,1.3925,-0.263892,0.72361,700.238421
QOQHEJ,0,1,118,440,-0.1821,-0.09512,0.08698,6.0041,-0.235896,0.7212,629.417464
QOQHIN,0,1,107,388,-0.17351,-0.08021,0.0933,0.4802,-0.202802,0.73024,554.179298
QOQJAH,0,1,105,396,-0.17374,-0.07982,0.09392,0.435,-0.20717,0.74299,570.209968
QORJUD,1,1,103,402,-0.29147,-0.13959,0.15188,0.1853,-0.187891,0.41368,554.168049
QORLEP,0,1,53,316,-0.18287,-0.07172,0.11115,3.0999,-0.124383,0.08395,387.918258
QOSBAB,0,1,60,290,-0.20404,-0.11737,0.08667,10.2258,-0.112111,0.78036,357.725928
QOSQUL,0,1,101,442,-0.17975,-0.08838,0.09137,0.0019,-0.172884,1.26477,594.144562
QOTBUX,0,1,87,340,-0.18204,-0.08417,0.09787,0.1282,-0.169012,1.11542,482.18774
QOTTAW,1,1,56,318,-0.30975,-0.21749,0.09226,9.4796,-0.121567,-0.63715,402.051906
QOWZAF,0,1,76,394,-0.17271,-0.0701,0.10261,1.8408,-0.185753,0.39758,503.638122
QOXKOF,0,1,42,210,-0.13059,-0.03765,0.09294,9.1925,-0.086235,0.48556,246.146981
QOXKUL,0,1,42,246,-0.14125,-0.04516,0.09609,10.4209,-0.08846,0.46202,258.733056
QOXTON,0,1,69,330,-0.16693,-0.0931,0.07383,0.0342,-0.126655,0.64672,437.897799
QOZBEO,0,1,39,240,-0.19776,-0.06719,0.13057,9.2232,-0.082055,0.1642,262.730718
QOZBIS,0,1,64,320,-0.19793,-0.06842,0.12951,8.5387,-0.136283,0.14758,383.469398
QOZBOY,0,1,60,306,-0.20334,-0.07681,0.12653,9.0799,-0.12097,0.13399,351.92632
QOZNIE,0,1,38,244,-0.20121,-0.0894,0.11181,0.5021,-0.063165,0.58796,239.379887
QOZNOK,0,1,42,260,-0.19785,-0.08315,0.1147,2.1411,-0.068401,0.585,255.849289
QOZNUQ,0,1,38,252,-0.20634,-0.09065,0.11569,0.9846,-0.063418,0.59442,239.781088
QOZYEL,1,1,105,394,-0.30603,-0.12062,0.18541,0.9419,-0.214626,0.43284,524.390445
QUBXAO,1,1,38,224,-0.31086,-0.16976,0.1411,6.27,-0.066532,0.33305,238.522404
QUBXES,0,1,45,256,-0.17008,-0.0485,0.12158,3.6088,-0.081405,0.23633,296.955628
QUBXIW,1,1,61,292,-0.30269,-0.17609,0.1266,3.4164,-0.111699,0.30331,341.607668
QUBXOC,1,1,52,264,-0.33402,-0.20005,0.13397,1.9833,-0.092182,0.16345,292.433922
QUBXUI,1,1,56,272,-0.30844,-0.16806,0.14038,4.2819,-0.096225,0.32215,308.276701
QUBYAP,0,1,63,304,-0.17179,-0.04868,0.12311,3.0296,-0.114665,0.22528,366.79055
QUBYET,0,1,52,264,-0.1989,-0.05634,0.14256,5.2404,-0.09073,0.16709,298.708428
QUBYUJ,0,1,34,216,-0.19686,-0.05475,0.14211,5.6882,-0.063133,0.18067,228.896869
QUDVIV,0,1,67,368,-0.19435,-0.10503,0.08932,8.721,-0.135081,0.47012,390.095801
QUGBEA,0,1,87,424,-0.1724,-0.08548,0.08692,3.2343,-0.196957,0.44953,553.089144
QUGGOP,1,1,59,258,-0.29903,-0.14547,0.15356,6.6774,-0.108134,0.43425,345.310055
QUGHOP,0,1,54,336,-0.18276,-0.11064,0.07212,9.0246,-0.123024,-0.79129,407.353457
QUGMEL,1,1,142,604,-0.24897,-0.14783,0.10114,7.3448,-0.383244,-0.8204,895.365769
QUJCUU,1,1,94,428,-0.30397,-0.18806,0.11591,6.5487,-0.24754,-1.14853,616.016201
QUJPIV,0,1,97,506,-0.19782,-0.08963,0.10819,0.014,-0.200645,1.24806,635.826497
QUKWEZ,0,1,81,406,-0.1616,-0.07441,0.08719,2.4398,-0.19416,0.38937,519.036581
QULDUX,0,1,117,494,-0.20021,-0.08494,0.11527,0.3339,-0.272577,-0.32242,721.830267
QULFAF,0,1,129,526,-0.19686,-0.07816,0.1187,3.0543,-0.291066,-0.32701,768.041899
QULFIN,0,1,113,490,-0.18176,-0.12747,0.05429,23.4116,-0.248951,-0.33952,711.486632
QUMFOT,0,1,145,554,-0.1848,-0.09679,0.08801,0.1469,-0.30064,1.26342,713.505212
QUMROH,0,1,81,412,-0.17937,-0.07273,0.10664,1.9561,-0.161311,0.47057,516.830282
QUMRUN,0,1,81,428,-0.18269,-0.07557,0.10712,3.7566,-0.161641,0.47151,517.404664
QUMSAU,0,1,87,428,-0.1774,-0.07094,0.10646,1.4241,-0.169221,0.47178,539.902327
QUMSEY,0,1,81,444,-0.18735,-0.08188,0.10547,4.3936,-0.162755,0.47336,518.339899
QUQMOE,0,1,91,376,-0.22477,-0.10088,0.12389,8.2807,-0.181151,1.20665,490.721165
QUQYAC,0,1,79,370,-0.18397,-0.10547,0.0785,0.9508,-0.17356,0.76505,538.638584
QURSAZ,1,1,31,190,-0.33258,-0.22226,0.11032,4.7496,-0.05065,0.43286,195.58892
QURSED,1,1,59,306,-0.31664,-0.21235,0.10429,7.8278,-0.130469,0.14546,383.865506
